Species_num,MBS,VSN,CSN,GSN,FPNr,SDLr,SCSr,SCGr,SMr,MTr,PA,PTMr,aNDSr,SVL,TRL,HL,PL,ESD,HW,HH,MO,FFL,HFL
4_F,47,26,8,30,16,23,6,5,1,3,2,3,2.4,75,45.3,20.4,15,9.9,9.4,6.7,10.2,22.1,35.9
3_F,43,24,8,21,14,25,6,11,0,0,2,1,3,58,32.7,18.9,12.1,7.9,7.5,5.3,8,18.3,28.4
4_F,45,25,8,32,18,22,6,4,1,2,2,1,2,72.5,40,23.3,14.3,8.9,9,6.4,9.9,22.4,33
4_F,45,27,8,31,18,23,6,6,1,2,1,1,2.8,69,38.8,20.5,13.6,8.6,8.8,6.1,9.7,22.7,35.6
3_F,45,24,6,21,14,23,5,7,1,2,3,4,3,48,23.2,15.5,10.3,6.6,6.2,4.9,7.2,16.6,24.4
4_F,48,24,7,30,18,25,6,6,2,3,2,1,2.9,47,24.2,16.4,11.6,7,7.4,5.3,7.7,16.6,27.5
4_F,51,23,8,32,19,27,7,7,2,3,1,1,2.6,48.5,23.7,16.8,11.3,7.3,7,5.2,8,17.6,28.4
4_F,50,25,8,31,18,25,7,3,1,2,2,1,2.5,48,24.4,16.3,10.8,7,7,4.9,7.7,17.3,27
5_F,37,24,7,17,8,18,6,0,1,2,2,1,2,50,30.2,15.7,10.1,6.7,6.3,5.3,6.4,15.8,22.7
4_F,47,27,10,31,18,25,6,4,2,2,2,1,2.4,73,42.7,22.6,14.7,9.2,9.5,6.5,10.5,24.8,37.2
4_F,47,26,9,30,17,23,6,3,1,2,2,3,2.2,67,37.3,21.6,14.1,9.2,9.3,6.8,9.3,20.4,32.3
4_F,49,25,8,29,18,22,7,4,2,2,1,1,2.5,69,43,22.1,14.8,9,9.7,6.3,9.8,22.4,35.2
3_F,40,26,9,19,15,26,7,7,1,1,2,2,2.5,61,36.2,18.5,12,8.1,7.6,5.6,8.3,19,28.9
3_F,40,26,6,22,15,23,6,10,1,2,2,3,2.6,55,30.1,16.6,11.5,7.3,7.2,4.8,7,19.1,28
5_F,41,23,5,18,8,25,5,3,0,2,3,1,2.4,53,29.7,16.2,10.4,6.8,6.5,5.3,7.3,17.1,23.9
3_F,43,25,6,22,18,25,5,10,1,1,3,3,2.8,61,38.3,18.4,12.1,7.9,7.9,5,8,18.7,28.5
3_F,45,26,7,24,15,27,5,9,1,2,2,2,3,55,31.7,30,16.9,11.4,7.3,5.2,17.1,18,26.8
3_F,44,26,8,23,15,23,5,7,2,2,3,4,2.7,60,35.7,18.1,12,7.3,7.9,5.5,9,17,25.4
3_F,43,25,5,24,15,27,4,10,1,1,2,2,2.5,57,32.2,18,11.8,7.9,7.4,5.3,7.9,16.7,27.4
4_F,49,27,8,30,20,25,7,5,2,1,1,1,2.7,62,32.9,20,13,7.8,8.5,5.6,8.7,21.7,32.6
5_F,41,25,7,21,9,22,5,0,0,0,2,1,2,51.5,30.8,15.2,10.4,6.9,7.2,5.1,7.3,17.6,24.6
3_F,40,24,7,20,13,26,6,10,1,1,3,2,2.9,56,31.8,19,11.3,7.3,7.5,4.8,7.9,17.8,26.3
3_F,43,25,9,24,16,27,6,9,1,2,2,1,2.5,56,31.4,17.4,11.5,7.3,7.4,5.3,7.9,18.3,27.2
3_F,44,25,9,19,13,26,6,10,1,2,3,1,2.1,58,33.9,17.8,12,7.6,7.8,5.4,8.5,18.2,27.4
5_F,41,23,6,20,8,24,6,6,1,2,3,3,2.6,50,25.8,17.3,10.6,6.7,7.2,5.4,8.3,18.2,25.8
5_F,37,25,5,18,9,20,6,3,1,3,2,3,2.7,58,33.9,16.6,11.1,7.2,7.4,5.8,7.6,17.2,24.4
5_F,34,23,5,17,8,22,5,2,0,2,2,1,2.6,56.5,32.8,17,11.1,7.3,7.4,5.6,7.8,17.8,24.7
4_F,47,25,10,29,21,25,7,6,2,2,1,1,2.4,60,32.6,18.9,12.3,7.6,8.4,5.5,20.6,31.5,39.3
4_F,49,26,9,30,18,26,6,6,1,3,2,1,2.8,51.5,27.4,18.4,11.4,7.2,8,5.3,8.2,20.1,28.9
3_F,41,25,8,22,15,24,6,11,1,1,2,3,2.6,48,27.3,16.6,10.8,7,6.6,5.2,7.7,17,26.8
3_F,42,25,11,21,14,25,6,11,2,2,3,3,2.1,58,34.4,18.2,12.3,7.8,7.8,6,8.2,18.6,27.4
4_F,47,26,10,30,18,22,6,3,1,2,2,1,2.9,53,26.7,16.9,12,7.2,7.3,4.8,8.3,18.6,29
3_F,40,25,7,21,12,24,6,7,1,2,3,2,2.1,53,30.6,17,10.9,7.1,6.8,5.1,7.6,18.3,26.2
4_F,45,26,9,29,19,24,6,7,1,2,2,1,2.2,58,31.4,18.3,12.2,7.2,8.1,5.6,8.6,19.5,28.7
3_F,42,25,8,24,14,26,5,9,0,0,3,1,3,53.5,28.2,15.6,10.8,6.9,7.4,4.7,7.2,17.8,26.6
3_F,41,27,7,21,14,24,5,6,0,0,2,1,2.5,55,32.5,17.3,11.6,7.5,7,5.2,7.7,18.2,26.6
3_F,44,27,9,25,14,24,6,13,1,2,2,4,2.9,45.5,24.8,15.5,10.3,6.4,6.8,4.4,6.8,16.9,24.9
3_F,44,24,9,23,15,26,5,7,1,2,2,2,2.8,56.5,30.7,17.8,11.3,7.4,7.9,5.5,7.7,18.9,28.1
3_F,45,27,7,25,17,23,5,11,2,2,3,2,3,57.5,33.5,16.4,11.2,7.4,7,5.4,7.9,18.5,27.1
4_F,45,26,8,31,18,24,6,4,2,2,2,1,2.6,63,35.9,17.8,12.8,7.9,8.9,6,9.3,21.5,32.9
4_F,50,27,9,33,19,23,6,6,1,2,2,1,2.8,53.5,28.7,17.5,11.2,6.9,7,4.9,7.4,18.7,29.2
5_F,39,24,5,18,9,21,6,1,1,2,2,3,2.2,46,25.7,15.1,9.5,6.4,6.6,4.5,6.6,16,21.9
5_F,38,24,5,19,8,23,5,1,0,0,2,1,2.1,55,29.4,17.9,10.7,7.5,6.9,5.1,7,17.4,25.1
3_F,43,25,6,22,14,24,6,11,1,3,2,1,2.6,60,32.6,18.9,12.2,7.8,7.5,4.8,7.9,18.9,29.3
4_F,51,26,8,31,18,23,6,6,2,3,2,1,2.7,69,37.4,19.5,14.3,8.5,9.3,5.9,10,23.4,34.8
3_F,46,24,8,26,14,25,6,11,2,3,2,4,2.7,56,31.3,18.4,11.5,7.8,7.1,5.4,7.6,18.9,27.2
3_F,49,26,8,23,14,25,7,13,0,0,2,2,2.6,52.5,28.1,17.5,11.3,7.6,6.9,4.9,7.4,18.5,28.4
3_F,42,24,8,21,14,26,6,5,1,3,2,4,2.9,53.5,28.9,16.8,10.9,7.1,6.9,5.3,7.3,17.6,26.9
3_F,46,27,7,24,15,26,5,7,2,2,2,4,2.7,55,30.5,16.8,10.7,7.3,7.1,4.8,7.6,17.5,26.7
4_F,46,25,9,29,17,24,6,7,1,3,1,1,2.2,61,33.9,18.8,12.5,8,8.7,5.7,8.4,20.6,30.9
4_F,45,26,9,32,19,25,6,5,1,2,2,1,2.9,68,38.8,22,13.6,8.6,9,6,9.1,23,34
4_F,46,28,9,32,18,23,7,6,2,3,2,3,2.1,60,32.6,17.2,12.2,7.7,8.3,5.6,7.9,20.4,32.4
5_F,39,25,9,21,8,16,5,4,1,1,2,3,2,60,33.7,18,11.8,7.7,7,5.6,9.8,17,27.4
5_F,38,26,7,23,7,16,6,2,1,3,3,3,2,51,31,17,10.5,7,6.2,4.8,9,15.3,24
5_F,36,25,6,16,7,14,5,0,1,2,2,4,2.3,53,31.7,15.4,10,6.8,5.9,5,8.9,14.5,23.5
5_F,36,25,7,17,9,16,5,3,1,2,3,3,2.2,60,36,16.9,11.4,7.3,6.5,5.2,10.1,18.2,26
5_F,39,24,8,17,8,16,6,9,1,2,3,3,2,62,38,18.3,11.5,7.4,6.4,5.4,10.6,18.5,28.3
6_F,43,27,8,23,16,21,5,4,1,1,1,2,2.2,61.6,30.4,18.8,12.8,7.9,7.8,4.5,11.9,20.3,29.9
6_F,41,26,7,22,14,20,6,6,1,2,1,3,2.3,58.6,29.8,18.3,13,8.6,7.8,4.4,12,19.3,29.6
6_F,42,24,8,21,14,20,5,6,1,1,2,3,2.2,59.8,30.7,18.4,12.8,8.7,8.7,4.6,10.9,21.5,30.3
6_F,42,26,7,21,17,21,5,4,1,1,2,3,2.7,62.8,33.1,19,13.1,8.4,7.7,4.2,11.7,21.2,31
6_F,43,26,8,23,16,18,6,4,1,2,1,3,2.1,61,31.8,18.7,12.7,8.7,7.7,5.3,11.1,21.2,29.8
6_F,43,24,9,24,16,19,6,10,1,1,2,2,2.5,59,32,18.7,13.1,8.8,7.5,5.5,10.1,21.2,29.8
6_F,42,27,8,23,16,19,5,7,0,0,2,3,2.2,58.2,33.6,18.3,12.2,7.9,7.1,4.9,10.8,21.1,27.8
6_F,43,27,8,23,16,20,7,6,1,1,1,3,2.2,59,31,18.1,12.9,8.4,7.1,5.8,10.1,20.8,29.8
6_F,44,26,9,23,15,21,6,7,1,1,1,3,2.3,61,33.7,18.9,12.8,8.6,7.8,5.4,11.3,20,29.3
6_F,43,27,8,22,17,18,6,5,0,1,2,4,2.1,56.1,28.5,18.8,12.6,8.3,7.4,5.5,10.8,20.3,29
6_F,45,26,8,23,16,20,6,4,1,1,2,4,2.2,59,30,18.3,12.7,8.4,7.4,5.6,10.8,21.2,31.1
6_F,43,27,8,24,16,20,5,6,1,1,1,3,2,63,33.8,19.2,13,8.4,7.7,5.5,11.4,21.1,32.4
6_F,43,25,8,23,15,20,6,6,0,1,2,4,2.3,62,30.5,18.5,12.8,8,7.6,5.7,11,20,29.7
6_F,45,27,9,20,15,19,6,5,0,1,1,4,2.1,62,30.5,18.5,13.2,8.7,7.4,5.5,11,20.8,31.5
6_F,42,27,9,22,16,19,5,6,1,0,2,4,2.2,56.9,28,17.7,12.2,8.3,7.2,5.6,10.6,19,29.8
6_F,43,28,8,23,16,18,5,5,1,1,1,2,2.3,60.8,28.5,18.6,12.7,8.4,7.6,5.6,10.6,19.8,31
6_F,44,26,9,22,16,18,6,4,0,1,1,4,2.3,63,33.9,19,12.7,8.3,7.7,5.9,10.9,20.3,29.7
6_F,45,28,9,25,16,19,6,6,0,1,2,3,2.3,64,35,19.2,12.9,8.4,7.5,5.5,10.5,20,28.6
6_F,43,27,9,21,18,19,7,4,1,1,1,4,2,64.6,34,19.8,13,8.3,7.7,5.9,11.7,21.5,31
6_F,44,27,8,23,16,19,5,5,1,0,3,3,2.6,59.4,30.8,18.1,12.4,7.8,7.2,5.4,9.9,20.5,28.6
6_F,43,26,9,23,16,19,5,3,1,1,3,5,2.2,59.3,29.5,19,12.4,8.3,7.4,5.4,10.9,19.8,30.5
7_F,52,29,10,26,18,20,6,13,2,2,2,4,2.1,67,37.7,19.2,12.9,8.4,7.5,5,11,20.6,31.4
6_F,44,27,9,23,17,21,6,7,1,0,1,4,2.2,59.8,30.5,20.3,13,8.8,7.1,4.5,11.1,20.7,30.7
6_F,44,27,8,21,16,20,5,3,1,1,2,4,2,66.6,35.3,20.4,13,8.5,7.7,5.9,12.8,20.5,32.5
6_F,42,27,9,22,15,20,5,5,1,1,2,3,2.3,66.5,36.2,19,13.4,8.7,7.4,5.6,12,20.4,30.3
6_F,42,27,10,21,17,18,5,4,1,1,2,3,2.2,64.5,36.1,19.2,13.1,8.3,7.4,5.1,11.1,20.1,27
7_F,55,27,11,26,19,19,6,13,2,2,2,6,2.2,57.7,31.4,17.5,12.1,7.8,6.7,5,9.9,18.2,27.6
7_F,44,29,12,26,18,20,5,10,2,2,2,5,2.5,64.5,31.7,18.9,12.8,8.4,7.2,5.3,11.7,19.4,28.3
7_F,55,28,11,25,17,20,7,12,1,3,2,4,2.1,59.5,30.6,18.8,12,7.8,6.5,4.9,10.3,18.6,26.6
7_F,55,28,10,26,17,21,6,10,2,2,2,5,2,59.3,29.2,18.5,12,7.9,6.7,4.9,9.9,20.1,28.6
7_F,54,28,11,28,17,20,5,11,1,2,2,5,2.1,58.8,30.8,18,12,7.8,7,5.1,10,19.6,26.6
7_F,55,29,10,28,17,20,7,11,2,3,2,5,2.2,61.5,30.5,18.6,12.1,8,6.2,5.1,9.9,18.3,26.7
7_F,56,29,12,28,17,19,6,12,2,2,2,5,2.1,60.1,33.4,16.7,11.7,7.7,6.4,4.6,9.6,17.8,27.2
6_F,43,27,9,22,15,19,6,1,1,2,1,4,2.7,57.8,31,16.6,11.5,7.7,6.9,4.4,10.2,18.6,27
6_F,42,28,10,21,16,20,6,6,1,1,2,3,1.9,59.6,32.4,18,12,8.1,7,4.9,10.2,20.2,26.7
6_F,43,27,9,23,16,20,4,7,1,1,1,4,2,54.2,31.1,17.1,11.7,7.4,7.2,5.1,9.4,17.8,27.9
6_F,45,27,9,22,15,21,5,5,0,1,1,3,2.2,56.2,30,17.1,11.8,7.5,7.2,4.6,9.8,17,26.6
6_F,42,27,9,21,13,20,5,5,1,1,1,4,2.2,66,37,20.3,13,8.8,8,5.7,11,21.4,30.5
6_F,44,28,9,22,16,19,6,5,0,2,1,3,2.3,64.5,34,18.8,12.6,8.3,8.5,6,10.3,21.2,29.1
6_F,41,27,9,21,15,19,6,4,0,1,2,3,2.4,62.4,33.5,17.5,12.5,8.1,7.5,5.5,10.9,19.4,29.3
6_F,41,27,9,21,16,20,3,6,1,1,2,3,2,65.5,35.3,18.3,12.5,7.9,7.3,5.8,10.4,20.3,29.6
6_F,44,28,11,21,15,19,6,5,1,0,1,3,2,58.3,30.8,17.3,11.9,7.5,7.8,5.5,9.9,19.5,28.2
6_F,45,27,10,25,15,20,6,5,1,2,1,3,2.2,65,34.4,19.2,12.7,8.4,7.7,5.9,10.2,21.2,30.6
6_F,41,27,9,23,16,20,5,6,0,1,2,4,2.6,65.5,35.2,19,12.8,8.4,7.8,6,10.8,20.2,28.7
6_F,44,27,9,23,17,20,6,4,1,1,1,4,2.1,58.4,31.3,17.4,11.8,7.6,7.1,4.8,9.7,18.7,28.3
6_F,45,27,10,23,16,20,6,9,1,1,2,3,2.5,58.6,31.7,17.8,12.3,8,7.9,5.3,10.4,20.1,30.2
6_F,44,26,9,21,15,20,5,5,1,2,1,3,2.2,58.8,29.9,18.6,12.2,7.6,7.3,5.3,10.9,19.4,29
6_F,43,27,8,23,17,20,5,5,1,1,1,3,2.1,58.2,29.5,18.6,11.7,7.6,7,4.8,9.8,19,27.5
6_F,43,28,9,25,16,20,6,6,1,1,2,3,2.1,64.5,33.4,19.6,12.7,8.2,7.8,5.4,10.6,20.9,31.4
6_F,44,28,8,24,16,20,5,6,1,1,1,3,2,60.6,29.3,19.2,12.4,12.7,7.1,5.3,9.7,20,29.3
6_F,44,27,8,25,15,19,6,3,2,1,2,3,2,56.6,26.3,18.7,11.5,7.4,7.2,5.1,9.4,18.9,29
6_F,46,26,9,23,16,20,5,5,1,1,1,3,2.2,57.2,27,19.9,12.2,8,7.2,5.2,10.4,19,29.2
6_F,44,27,8,25,16,20,6,6,1,1,1,3,2.2,57.2,27.5,18.5,11.9,7.8,7.5,4.7,10.3,19.5,28.3
6_F,44,27,10,25,16,22,6,4,1,0,1,3,2,57.5,28.5,18.5,12.1,7.9,7.1,4.9,9.9,19.2,29.7
6_F,44,27,10,26,15,19,5,4,0,1,1,4,2.1,65,31.4,19.9,13.2,8.4,8.6,5.6,11.3,19,27
6_F,46,29,9,24,17,19,6,3,0,2,2,3,2,56,27.5,17.3,11.3,7.3,7.3,4.8,9.6,18,27.7
6_F,44,27,9,23,17,20,5,6,1,2,2,3,2.1,59.7,31,18.4,12.2,7.8,7.6,5.2,10,19.8,28.6
6_F,43,28,9,24,16,20,6,5,1,2,2,4,2,55.8,27,16.9,11.5,7.6,7.1,5.3,8.9,19.2,25.3
6_F,44,27,9,23,16,20,6,5,1,1,1,4,2,59.4,30.3,19,12.4,8.1,7.8,5.1,10.6,19.7,31.7
7_F,49,27,10,27,20,20,6,12,2,3,3,4,3,55,25,18.3,12.5,8.2,7.8,5.4,10.5,19,28.6
6_F,43,26,8,22,18,19,5,6,1,1,1,4,2.1,63.7,33.5,20.2,12.8,8.3,8,5.3,10.9,20,30.8
